in s,M1 in V
-2.53440E-02,3.751221E+00
-2.53392E-02,3.731995E+00
-2.53344E-02,3.711700E+00
-2.53296E-02,3.689270E+00
-2.53248E-02,3.676453E+00
-2.53200E-02,3.643341E+00
-2.53152E-02,3.625183E+00
-2.53104E-02,3.603821E+00
-2.53056E-02,3.577118E+00
-2.53008E-02,3.561096E+00
-2.52960E-02,3.534393E+00
-2.52912E-02,3.519440E+00
-2.52864E-02,3.492737E+00
-2.52816E-02,3.463898E+00
-2.52768E-02,3.448944E+00
-2.52720E-02,3.422241E+00
-2.52672E-02,3.395538E+00
-2.52624E-02,3.374176E+00
-2.52576E-02,3.359222E+00
-2.52528E-02,3.331451E+00
-2.52480E-02,3.303680E+00
-2.52432E-02,3.290863E+00
-2.52384E-02,3.269501E+00
-2.52336E-02,3.248138E+00
-2.52288E-02,3.227844E+00
-2.52240E-02,3.206482E+00
-2.52192E-02,3.185120E+00
-2.52144E-02,3.165894E+00
-2.52096E-02,3.144531E+00
-2.52048E-02,3.126373E+00
-2.52000E-02,3.109283E+00
-2.51952E-02,3.084717E+00
-2.51904E-02,3.061218E+00
-2.51856E-02,3.038788E+00
-2.51808E-02,3.019562E+00
-2.51760E-02,3.005676E+00
-2.51712E-02,2.996063E+00
-2.51664E-02,2.975769E+00
-2.51616E-02,2.952271E+00
-2.51568E-02,2.929840E+00
-2.51520E-02,2.913818E+00
-2.51472E-02,2.894592E+00
-2.51424E-02,2.879639E+00
-2.51376E-02,2.860413E+00
-2.51328E-02,2.843323E+00
-2.51280E-02,2.817688E+00
-2.51232E-02,2.803802E+00
-2.51184E-02,2.789917E+00
-2.51136E-02,2.769623E+00
-2.51088E-02,2.753601E+00
-2.51040E-02,2.740784E+00
-2.50992E-02,2.718353E+00
-2.50944E-02,2.695923E+00
-2.50896E-02,2.684174E+00
-2.50848E-02,2.663879E+00
-2.50800E-02,2.652130E+00
-2.50752E-02,2.636108E+00
-2.50704E-02,2.612610E+00
-2.50656E-02,2.593384E+00
-2.50608E-02,2.585907E+00
-2.50560E-02,2.570953E+00
-2.50512E-02,2.549591E+00
-2.50464E-02,2.543182E+00
-2.50416E-02,2.520752E+00
-2.50368E-02,2.501526E+00
-2.50320E-02,2.485504E+00
-2.50272E-02,2.472687E+00
-2.50224E-02,2.464142E+00
-2.50176E-02,2.444916E+00
-2.50128E-02,2.428894E+00
-2.50080E-02,2.409668E+00
-2.50032E-02,2.396851E+00
-2.49984E-02,2.382965E+00
-2.49936E-02,2.365875E+00
-2.49888E-02,2.350922E+00
-2.49840E-02,2.332764E+00
-2.49792E-02,2.316742E+00
-2.49744E-02,2.302856E+00
-2.49696E-02,2.287903E+00
-2.49648E-02,2.276154E+00
-2.49600E-02,2.256927E+00
-2.49552E-02,2.240906E+00
-2.49504E-02,2.225952E+00
-2.49456E-02,2.201385E+00
-2.49408E-02,2.191772E+00
-2.49360E-02,2.174683E+00
-2.49312E-02,2.156525E+00
-2.49264E-02,2.139435E+00
-2.49216E-02,2.123413E+00
-2.49168E-02,2.105255E+00
-2.49120E-02,2.086029E+00
-2.49072E-02,2.057190E+00
-2.49024E-02,2.032623E+00
-2.48976E-02,2.015533E+00
-2.48928E-02,2.000580E+00
-2.48880E-02,1.982422E+00
-2.48832E-02,1.961060E+00
-2.48784E-02,1.943970E+00
-2.48736E-02,1.925812E+00
-2.48688E-02,1.915131E+00
-2.48640E-02,1.906586E+00
-2.48592E-02,1.893768E+00
-2.48544E-02,1.880951E+00
-2.48496E-02,1.867065E+00
-2.48448E-02,1.842499E+00
-2.48400E-02,1.826477E+00
-2.48352E-02,1.812592E+00
-2.48304E-02,1.791229E+00
-2.48256E-02,1.775208E+00
-2.48208E-02,1.760254E+00
-2.48160E-02,1.741028E+00
-2.48112E-02,1.720734E+00
-2.48064E-02,1.696167E+00
-2.48016E-02,1.678009E+00
-2.47968E-02,1.669464E+00
-2.47920E-02,1.648102E+00
-2.47872E-02,1.642761E+00
-2.47824E-02,1.626740E+00
-2.47776E-02,1.609650E+00
-2.47728E-02,1.596832E+00
-2.47680E-02,1.587219E+00
-2.47632E-02,1.573334E+00
-2.47584E-02,1.556244E+00
-2.47536E-02,1.532745E+00
-2.47488E-02,1.510315E+00
-2.47440E-02,1.498566E+00
-2.47392E-02,1.481476E+00
-2.47344E-02,1.464386E+00
-2.47296E-02,1.451569E+00
-2.47248E-02,1.433411E+00
-2.47200E-02,1.408844E+00
-2.47152E-02,1.387482E+00
-2.47104E-02,1.377869E+00
-2.47056E-02,1.359711E+00
-2.47008E-02,1.340485E+00
-2.46960E-02,1.323395E+00
-2.46912E-02,1.298828E+00
-2.46864E-02,1.279602E+00
-2.46816E-02,1.262512E+00
-2.46768E-02,1.244354E+00
-2.46720E-02,1.233673E+00
-2.46672E-02,1.209106E+00
-2.46624E-02,1.192017E+00
-2.46576E-02,1.168518E+00
-2.46528E-02,1.148224E+00
-2.46480E-02,1.126862E+00
-2.46432E-02,1.117249E+00
-2.46384E-02,1.098022E+00
-2.46336E-02,1.071320E+00
-2.46288E-02,1.051025E+00
-2.46240E-02,1.036072E+00
-2.46192E-02,1.017914E+00
-2.46144E-02,9.976196E-01
-2.46096E-02,9.826660E-01
-2.46048E-02,9.623718E-01
-2.46000E-02,9.388733E-01
-2.45952E-02,9.175110E-01
-2.45904E-02,9.036255E-01
-2.45856E-02,8.822632E-01
-2.45808E-02,8.619690E-01
-2.45760E-02,8.470154E-01
-2.45712E-02,8.224487E-01
-2.45664E-02,8.053589E-01
-2.45616E-02,7.861328E-01
-2.45568E-02,7.701111E-01
-2.45520E-02,7.402039E-01
-2.45472E-02,7.156372E-01
-2.45424E-02,6.985474E-01
-2.45376E-02,6.814575E-01
-2.45328E-02,6.526184E-01
-2.45280E-02,6.259155E-01
-2.45232E-02,6.034851E-01
-2.45184E-02,5.874634E-01
-2.45136E-02,5.735779E-01
-2.45088E-02,5.500793E-01
-2.45040E-02,5.319214E-01
-2.44992E-02,5.105591E-01
-2.44944E-02,4.817200E-01
-2.44896E-02,4.624939E-01
-2.44848E-02,4.379272E-01
-2.44800E-02,4.219055E-01
-2.44752E-02,4.026794E-01
-2.44704E-02,3.813171E-01
-2.44656E-02,3.674316E-01
-2.44608E-02,3.396606E-01
-2.44560E-02,3.236389E-01
-2.44512E-02,2.937317E-01
-2.44464E-02,2.734375E-01
-2.44416E-02,2.488708E-01
-2.44368E-02,2.296448E-01
-2.44320E-02,2.040100E-01
-2.44272E-02,1.879883E-01
-2.44224E-02,1.676941E-01
-2.44176E-02,1.441956E-01
-2.44128E-02,1.142883E-01
-2.44080E-02,9.292603E-02
-2.44032E-02,6.942749E-02
-2.43984E-02,4.913330E-02
-2.43936E-02,3.097534E-02
-2.43888E-02,1.388550E-02
-2.43840E-02,-3.204346E-03
-2.43792E-02,-3.097534E-02
-2.43744E-02,-5.767822E-02
-2.43696E-02,-8.117676E-02
-2.43648E-02,-1.014709E-01
-2.43600E-02,-1.196289E-01
-2.43552E-02,-1.377869E-01
-2.43504E-02,-1.644897E-01
-2.43456E-02,-1.922607E-01
-2.43408E-02,-2.093506E-01
-2.43360E-02,-2.200317E-01
-2.43312E-02,-2.510071E-01
-2.43264E-02,-2.777100E-01
-2.43216E-02,-2.905273E-01
-2.43168E-02,-3.108215E-01
-2.43120E-02,-3.257751E-01
-2.43072E-02,-3.471375E-01
-2.43024E-02,-3.706360E-01
-2.42976E-02,-3.930664E-01
-2.42928E-02,-4.176331E-01
-2.42880E-02,-4.400635E-01
-2.42832E-02,-4.592896E-01
-2.42784E-02,-4.849243E-01
-2.42736E-02,-5.030823E-01
-2.42688E-02,-5.319214E-01
-2.42640E-02,-5.596924E-01
-2.42592E-02,-5.746460E-01
-2.42544E-02,-5.992126E-01
-2.42496E-02,-6.227112E-01
-2.42448E-02,-6.365967E-01
-2.42400E-02,-6.643677E-01
-2.42352E-02,-6.910706E-01
-2.42304E-02,-7.124329E-01
-2.42256E-02,-7.380676E-01
-2.42208E-02,-7.530212E-01
-2.42160E-02,-7.733154E-01
-2.42112E-02,-7.989502E-01
-2.42064E-02,-8.224487E-01
-2.42016E-02,-8.448792E-01
-2.41968E-02,-8.630371E-01
-2.41920E-02,-8.876038E-01
-2.41872E-02,-9.046936E-01
-2.41824E-02,-9.196472E-01
-2.41776E-02,-9.495544E-01
-2.41728E-02,-9.666443E-01
-2.41680E-02,-9.837341E-01
-2.41632E-02,-9.986877E-01
-2.41584E-02,-1.021118E+00
-2.41536E-02,-1.039276E+00
-2.41488E-02,-1.060638E+00
-2.41440E-02,-1.078796E+00
-2.41392E-02,-1.105499E+00
-2.41344E-02,-1.121521E+00
-2.41296E-02,-1.136475E+00
-2.41248E-02,-1.149292E+00
-2.41200E-02,-1.167450E+00
-2.41152E-02,-1.189880E+00
-2.41104E-02,-1.204834E+00
-2.41056E-02,-1.225128E+00
-2.41008E-02,-1.241150E+00
-2.40960E-02,-1.245422E+00
-2.40912E-02,-1.263580E+00
-2.40864E-02,-1.277466E+00
-2.40816E-02,-1.293488E+00
-2.40768E-02,-1.309509E+00
-2.40720E-02,-1.324463E+00
-2.40672E-02,-1.339417E+00
-2.40624E-02,-1.354370E+00
-2.40576E-02,-1.373596E+00
-2.40528E-02,-1.392822E+00
-2.40480E-02,-1.398163E+00
-2.40432E-02,-1.416321E+00
-2.40384E-02,-1.432343E+00
-2.40336E-02,-1.446228E+00
-2.40288E-02,-1.463318E+00
-2.40240E-02,-1.477203E+00
-2.40192E-02,-1.493225E+00
-2.40144E-02,-1.514587E+00
-2.40096E-02,-1.535950E+00
-2.40048E-02,-1.550903E+00
-2.40000E-02,-1.560516E+00
-2.39952E-02,-1.561584E+00
-2.39904E-02,-1.573334E+00
-2.39856E-02,-1.575470E+00
-2.39808E-02,-1.585083E+00
-2.39760E-02,-1.605377E+00
-2.39712E-02,-1.614990E+00
-2.39664E-02,-1.624603E+00
-2.39616E-02,-1.637421E+00
-2.39568E-02,-1.647034E+00
-2.39520E-02,-1.658783E+00
-2.39472E-02,-1.670532E+00
-2.39424E-02,-1.681213E+00
-2.39376E-02,-1.698303E+00
-2.39328E-02,-1.716461E+00
-2.39280E-02,-1.734619E+00
-2.39232E-02,-1.744232E+00
-2.39184E-02,-1.759186E+00
-2.39136E-02,-1.764526E+00
-2.39088E-02,-1.774139E+00
-2.39040E-02,-1.796570E+00
-2.38992E-02,-1.807251E+00
-2.38944E-02,-1.810455E+00
-2.38896E-02,-1.827545E+00
-2.38848E-02,-1.832886E+00
-2.38800E-02,-1.845703E+00
-2.38752E-02,-1.855316E+00
-2.38704E-02,-1.863861E+00
-2.38656E-02,-1.876678E+00
-2.38608E-02,-1.894836E+00
-2.38560E-02,-1.906586E+00
-2.38512E-02,-1.920471E+00
-2.38464E-02,-1.932220E+00
-2.38416E-02,-1.948242E+00
-2.38368E-02,-1.954651E+00
-2.38320E-02,-1.972809E+00
-2.38272E-02,-1.987762E+00
-2.38224E-02,-1.998444E+00
-2.38176E-02,-2.010193E+00
-2.38128E-02,-2.028351E+00
-2.38080E-02,-2.043304E+00
-2.38032E-02,-2.048645E+00
-2.37984E-02,-2.058258E+00
-2.37936E-02,-2.075348E+00
-2.37888E-02,-2.082825E+00
-2.37840E-02,-2.088165E+00
-2.37792E-02,-2.098846E+00
-2.37744E-02,-2.117004E+00
-2.37696E-02,-2.136230E+00
-2.37648E-02,-2.143707E+00
-2.37600E-02,-2.151184E+00
-2.37552E-02,-2.180023E+00
-2.37504E-02,-2.196045E+00
-2.37456E-02,-2.208862E+00
-2.37408E-02,-2.224884E+00
-2.37360E-02,-2.240906E+00
-2.37312E-02,-2.255859E+00
-2.37264E-02,-2.269745E+00
-2.37216E-02,-2.280426E+00
-2.37168E-02,-2.293243E+00
-2.37120E-02,-2.307129E+00
-2.37072E-02,-2.330627E+00
-2.37024E-02,-2.343445E+00
-2.36976E-02,-2.357330E+00
-2.36928E-02,-2.371216E+00
-2.36880E-02,-2.388306E+00
-2.36832E-02,-2.404327E+00
-2.36784E-02,-2.419281E+00
-2.36736E-02,-2.447052E+00
-2.36688E-02,-2.465210E+00
-2.36640E-02,-2.483368E+00
-2.36592E-02,-2.509003E+00
-2.36544E-02,-2.530365E+00
-2.36496E-02,-2.539978E+00
-2.36448E-02,-2.552795E+00
-2.36400E-02,-2.574158E+00
-2.36352E-02,-2.582703E+00
-2.36304E-02,-2.609406E+00
-2.36256E-02,-2.628632E+00
-2.36208E-02,-2.642517E+00
-2.36160E-02,-2.659607E+00
-2.36112E-02,-2.675629E+00
-2.36064E-02,-2.688446E+00
-2.36016E-02,-2.706604E+00
-2.35968E-02,-2.729034E+00
-2.35920E-02,-2.749329E+00
-2.35872E-02,-2.770691E+00
-2.35824E-02,-2.795258E+00
-2.35776E-02,-2.819824E+00
-2.35728E-02,-2.836914E+00
-2.35680E-02,-2.858276E+00
-2.35632E-02,-2.878571E+00
-2.35584E-02,-2.899933E+00
-2.35536E-02,-2.923431E+00
-2.35488E-02,-2.938385E+00
-2.35440E-02,-2.951202E+00
-2.35392E-02,-2.965088E+00
-2.35344E-02,-2.984314E+00
-2.35296E-02,-3.014221E+00
-2.35248E-02,-3.035583E+00
-2.35200E-02,-3.061218E+00
-2.35152E-02,-3.083649E+00
-2.35104E-02,-3.101807E+00
-2.35056E-02,-3.115692E+00
-2.35008E-02,-3.144531E+00
-2.34960E-02,-3.162689E+00
-2.34912E-02,-3.187256E+00
-2.34864E-02,-3.200073E+00
-2.34816E-02,-3.218231E+00
-2.34768E-02,-3.235321E+00
-2.34720E-02,-3.253479E+00
-2.34672E-02,-3.281250E+00
-2.34624E-02,-3.299408E+00
-2.34576E-02,-3.319702E+00
-2.34528E-02,-3.343201E+00
-2.34480E-02,-3.365631E+00
-2.34432E-02,-3.392334E+00
-2.34384E-02,-3.420105E+00
-2.34336E-02,-3.438263E+00
-2.34288E-02,-3.469238E+00
-2.34240E-02,-3.499146E+00
-2.34192E-02,-3.525848E+00
-2.34144E-02,-3.551483E+00
-2.34096E-02,-3.581390E+00
-2.34048E-02,-3.598480E+00
-2.34000E-02,-3.624115E+00
-2.33952E-02,-3.642273E+00
-2.33904E-02,-3.668976E+00
-2.33856E-02,-3.677521E+00
-2.33808E-02,-3.703156E+00
-2.33760E-02,-3.723450E+00
-2.33712E-02,-3.737335E+00
-2.33664E-02,-3.762970E+00
-2.33616E-02,-3.784332E+00
-2.33568E-02,-3.813171E+00
-2.33520E-02,-3.839874E+00
-2.33472E-02,-3.867645E+00
-2.33424E-02,-3.890076E+00
-2.33376E-02,-3.918915E+00
-2.33328E-02,-3.943481E+00
-2.33280E-02,-3.972321E+00
-2.33232E-02,-3.987274E+00
-2.33184E-02,-4.007568E+00
-2.33136E-02,-4.023590E+00
-2.33088E-02,-4.047089E+00
-2.33040E-02,-4.070587E+00
-2.32992E-02,-4.096222E+00
-2.32944E-02,-4.118652E+00
-2.32896E-02,-4.134674E+00
-2.32848E-02,-4.154968E+00
-2.32800E-02,-4.185944E+00
-2.32752E-02,-4.199829E+00
-2.32704E-02,-4.221191E+00
-2.32656E-02,-4.244690E+00
-2.32608E-02,-4.271393E+00
-2.32560E-02,-4.289551E+00
-2.32512E-02,-4.314117E+00
-2.32464E-02,-4.331207E+00
-2.32416E-02,-4.345093E+00
-2.32368E-02,-4.364319E+00
-2.32320E-02,-4.400635E+00
-2.32272E-02,-4.419861E+00
-2.32224E-02,-4.433746E+00
-2.32176E-02,-4.456177E+00
-2.32128E-02,-4.475403E+00
-2.32080E-02,-4.495697E+00
-2.32032E-02,-4.519196E+00
-2.31984E-02,-4.539490E+00
-2.31936E-02,-4.556580E+00
-2.31888E-02,-4.575806E+00
-2.31840E-02,-4.597168E+00
-2.31792E-02,-4.624939E+00
-2.31744E-02,-4.644165E+00
-2.31696E-02,-4.664459E+00
-2.31648E-02,-4.694366E+00
-2.31600E-02,-4.715729E+00
-2.31552E-02,-4.732819E+00
-2.31504E-02,-4.759521E+00
-2.31456E-02,-4.781952E+00
-2.31408E-02,-4.792633E+00
-2.31360E-02,-4.811859E+00
-2.31312E-02,-4.835358E+00
-2.31264E-02,-4.857788E+00
-2.31216E-02,-4.875946E+00
-2.31168E-02,-4.896240E+00
-2.31120E-02,-4.914398E+00
-2.31072E-02,-4.930420E+00
-2.31024E-02,-4.945374E+00
-2.30976E-02,-4.968872E+00
-2.30928E-02,-4.995575E+00
-2.30880E-02,-5.011597E+00
-2.30832E-02,-5.035095E+00
-2.30784E-02,-5.056458E+00
-2.30736E-02,-5.081024E+00
-2.30688E-02,-5.099182E+00
-2.30640E-02,-5.125885E+00
-2.30592E-02,-5.142975E+00
-2.30544E-02,-5.162201E+00
-2.30496E-02,-5.182495E+00
-2.30448E-02,-5.199585E+00
-2.30400E-02,-5.216675E+00
-2.30352E-02,-5.242310E+00
-2.30304E-02,-5.262604E+00
-2.30256E-02,-5.281830E+00
-2.30208E-02,-5.292511E+00
-2.30160E-02,-5.304260E+00
-2.30112E-02,-5.324554E+00
-2.30064E-02,-5.343781E+00
-2.30016E-02,-5.360870E+00
-2.29968E-02,-5.380096E+00
-2.29920E-02,-5.385437E+00
-2.29872E-02,-5.405731E+00
-2.29824E-02,-5.416412E+00
-2.29776E-02,-5.447388E+00
-2.29728E-02,-5.469818E+00
-2.29680E-02,-5.495453E+00
-2.29632E-02,-5.515747E+00
-2.29584E-02,-5.532837E+00
-2.29536E-02,-5.550995E+00
-2.29488E-02,-5.573425E+00
-2.29440E-02,-5.594788E+00
-2.29392E-02,-5.608673E+00
-2.29344E-02,-5.625763E+00
-2.29296E-02,-5.646057E+00
-2.29248E-02,-5.657806E+00
-2.29200E-02,-5.670624E+00
-2.29152E-02,-5.684509E+00
-2.29104E-02,-5.702667E+00
-2.29056E-02,-5.718689E+00
-2.29008E-02,-5.737915E+00
-2.28960E-02,-5.759277E+00
-2.28912E-02,-5.773163E+00
-2.28864E-02,-5.790253E+00
-2.28816E-02,-5.804138E+00
-2.28768E-02,-5.825500E+00
-2.28720E-02,-5.841522E+00
-2.28672E-02,-5.859680E+00
-2.28624E-02,-5.872498E+00
-2.28576E-02,-5.884247E+00
-2.28528E-02,-5.900269E+00
-2.28480E-02,-5.912018E+00
-2.28432E-02,-5.919495E+00
-2.28384E-02,-5.930176E+00
-2.28336E-02,-5.949402E+00
-2.28288E-02,-5.964355E+00
-2.28240E-02,-5.980377E+00
-2.28192E-02,-5.998535E+00
-2.28144E-02,-6.012421E+00
-2.28096E-02,-6.022034E+00
-2.28048E-02,-6.043396E+00
-2.28000E-02,-6.059418E+00
-2.27952E-02,-6.071167E+00
-2.27904E-02,-6.082916E+00
-2.27856E-02,-6.098938E+00
-2.27808E-02,-6.107483E+00
-2.27760E-02,-6.120300E+00
-2.27712E-02,-6.138458E+00
-2.27664E-02,-6.151276E+00
-2.27616E-02,-6.160889E+00
-2.27568E-02,-6.168365E+00
-2.27520E-02,-6.180115E+00
-2.27472E-02,-6.194000E+00
-2.27424E-02,-6.212158E+00
-2.27376E-02,-6.219635E+00
-2.27328E-02,-6.231384E+00
-2.27280E-02,-6.247406E+00
-2.27232E-02,-6.259155E+00
-2.27184E-02,-6.271973E+00
-2.27136E-02,-6.286926E+00
-2.27088E-02,-6.292267E+00
-2.27040E-02,-6.313629E+00
-2.26992E-02,-6.321106E+00
-2.26944E-02,-6.334991E+00
-2.26896E-02,-6.351013E+00
-2.26848E-02,-6.364899E+00
-2.26800E-02,-6.365967E+00
-2.26752E-02,-6.376648E+00
-2.26704E-02,-6.387329E+00
-2.26656E-02,-6.396942E+00
-2.26608E-02,-6.406555E+00
-2.26560E-02,-6.408691E+00
-2.26512E-02,-6.423645E+00
-2.26464E-02,-6.448212E+00
-2.26416E-02,-6.457825E+00
-2.26368E-02,-6.468506E+00
-2.26320E-02,-6.481323E+00
-2.26272E-02,-6.500549E+00
-2.26224E-02,-6.511230E+00
-2.26176E-02,-6.521912E+00
-2.26128E-02,-6.526184E+00
-2.26080E-02,-6.542206E+00
-2.26032E-02,-6.555023E+00
-2.25984E-02,-6.560364E+00
-2.25936E-02,-6.568909E+00
-2.25888E-02,-6.573181E+00
-2.25840E-02,-6.582794E+00
-2.25792E-02,-6.582794E+00
-2.25744E-02,-6.589203E+00
-2.25696E-02,-6.602020E+00
-2.25648E-02,-6.609497E+00
-2.25600E-02,-6.606293E+00
-2.25552E-02,-6.623383E+00
-2.25504E-02,-6.625519E+00
-2.25456E-02,-6.639404E+00
-2.25408E-02,-6.656494E+00
-2.25360E-02,-6.658630E+00
-2.25312E-02,-6.658630E+00
-2.25264E-02,-6.672516E+00
-2.25216E-02,-6.682129E+00
-2.25168E-02,-6.685333E+00
-2.25120E-02,-6.702423E+00
-2.25072E-02,-6.713104E+00
-2.25024E-02,-6.717377E+00
-2.24976E-02,-6.726990E+00
-2.24928E-02,-6.741943E+00
-2.24880E-02,-6.751556E+00
-2.24832E-02,-6.755829E+00
-2.24784E-02,-6.767578E+00
-2.24736E-02,-6.772919E+00
-2.24688E-02,-6.783600E+00
-2.24640E-02,-6.793213E+00
-2.24592E-02,-6.812439E+00
-2.24544E-02,-6.820984E+00
-2.24496E-02,-6.832733E+00
-2.24448E-02,-6.851959E+00
-2.24400E-02,-6.861572E+00
-2.24352E-02,-6.867981E+00
-2.24304E-02,-6.879730E+00
-2.24256E-02,-6.889343E+00
-2.24208E-02,-6.897888E+00
-2.24160E-02,-6.904297E+00
-2.24112E-02,-6.906433E+00
-2.24064E-02,-6.916046E+00
-2.24016E-02,-6.935272E+00
-2.23968E-02,-6.943817E+00
-2.23920E-02,-6.956635E+00
-2.23872E-02,-6.964111E+00
-2.23824E-02,-6.975861E+00
-2.23776E-02,-6.989746E+00
-2.23728E-02,-6.995087E+00
-2.23680E-02,-7.000427E+00
-2.23632E-02,-7.011108E+00
-2.23584E-02,-7.016449E+00
-2.23536E-02,-7.036743E+00
-2.23488E-02,-7.037811E+00
-2.23440E-02,-7.050629E+00
-2.23392E-02,-7.066650E+00
-2.23344E-02,-7.070923E+00
-2.23296E-02,-7.089081E+00
-2.23248E-02,-7.107239E+00
-2.23200E-02,-7.112579E+00
-2.23152E-02,-7.128601E+00
-2.23104E-02,-7.141418E+00
-2.23056E-02,-7.147827E+00
-2.23008E-02,-7.158508E+00
-2.22960E-02,-7.169189E+00
-2.22912E-02,-7.185211E+00
-2.22864E-02,-7.196960E+00
-2.22816E-02,-7.201233E+00
-2.22768E-02,-7.217255E+00
-2.22720E-02,-7.230072E+00
-2.22672E-02,-7.238617E+00
-2.22624E-02,-7.243958E+00
-2.22576E-02,-7.265320E+00
-2.22528E-02,-7.283478E+00
-2.22480E-02,-7.292023E+00
-2.22432E-02,-7.302704E+00
-2.22384E-02,-7.311249E+00
-2.22336E-02,-7.327271E+00
-2.22288E-02,-7.337952E+00
-2.22240E-02,-7.357178E+00
-2.22192E-02,-7.369995E+00
-2.22144E-02,-7.379608E+00
-2.22096E-02,-7.389221E+00
-2.22048E-02,-7.395630E+00
-2.22000E-02,-7.411652E+00
-2.21952E-02,-7.426605E+00
-2.21904E-02,-7.440491E+00
-2.21856E-02,-7.460785E+00
-2.21808E-02,-7.477875E+00
-2.21760E-02,-7.499237E+00
-2.21712E-02,-7.519531E+00
-2.21664E-02,-7.525940E+00
-2.21616E-02,-7.547302E+00
-2.21568E-02,-7.553711E+00
-2.21520E-02,-7.569733E+00
-2.21472E-02,-7.591095E+00
-2.21424E-02,-7.603912E+00
-2.21376E-02,-7.622070E+00
-2.21328E-02,-7.635956E+00
-2.21280E-02,-7.648773E+00
-2.21232E-02,-7.661591E+00
-2.21184E-02,-7.675476E+00
-2.21136E-02,-7.691498E+00
-2.21088E-02,-7.703247E+00
-2.21040E-02,-7.719269E+00
-2.20992E-02,-7.739563E+00
-2.20944E-02,-7.751312E+00
-2.20896E-02,-7.784424E+00
-2.20848E-02,-7.798309E+00
-2.20800E-02,-7.803650E+00
-2.20752E-02,-7.818604E+00
-2.20704E-02,-7.823944E+00
-2.20656E-02,-7.850647E+00
-2.20608E-02,-7.866669E+00
-2.20560E-02,-7.878418E+00
-2.20512E-02,-7.897644E+00
-2.20464E-02,-7.910461E+00
-2.20416E-02,-7.930756E+00
-2.20368E-02,-7.946777E+00
-2.20320E-02,-7.961731E+00
-2.20272E-02,-7.976685E+00
-2.20224E-02,-7.991638E+00
-2.20176E-02,-8.010864E+00
-2.20128E-02,-8.024750E+00
-2.20080E-02,-8.049316E+00
-2.20032E-02,-8.062134E+00
-2.19984E-02,-8.088837E+00
-2.19936E-02,-8.102722E+00
-2.19888E-02,-8.123016E+00
-2.19840E-02,-8.141174E+00
-2.19792E-02,-8.159332E+00
-2.19744E-02,-8.176422E+00
-2.19696E-02,-8.189240E+00
-2.19648E-02,-8.192444E+00
-2.19600E-02,-8.214874E+00
-2.19552E-02,-8.231964E+00
-2.19504E-02,-8.243713E+00
-2.19456E-02,-8.261871E+00
-2.19408E-02,-8.277893E+00
-2.19360E-02,-8.301392E+00
-2.19312E-02,-8.314209E+00
-2.19264E-02,-8.329163E+00
-2.19216E-02,-8.350525E+00
-2.19168E-02,-8.361206E+00
-2.19120E-02,-8.381500E+00
-2.19072E-02,-8.397522E+00
-2.19024E-02,-8.416748E+00
-2.18976E-02,-8.430634E+00
-2.18928E-02,-8.451996E+00
-2.18880E-02,-8.465881E+00
-2.18832E-02,-8.486176E+00
-2.18784E-02,-8.511810E+00
-2.18736E-02,-8.523560E+00
-2.18688E-02,-8.541718E+00
-2.18640E-02,-8.570557E+00
-2.18592E-02,-8.583374E+00
-2.18544E-02,-8.604736E+00
-2.18496E-02,-8.619690E+00
-2.18448E-02,-8.639984E+00
-2.18400E-02,-8.648529E+00
-2.18352E-02,-8.661346E+00
-2.18304E-02,-8.675232E+00
-2.18256E-02,-8.694458E+00
-2.18208E-02,-8.709412E+00
-2.18160E-02,-8.723297E+00
-2.18112E-02,-8.741455E+00
-2.18064E-02,-8.758545E+00
-2.18016E-02,-8.774567E+00
-2.17968E-02,-8.787384E+00
-2.17920E-02,-8.801270E+00
-2.17872E-02,-8.822632E+00
-2.17824E-02,-8.845062E+00
-2.17776E-02,-8.858948E+00
-2.17728E-02,-8.869629E+00
-2.17680E-02,-8.887787E+00
-2.17632E-02,-8.900604E+00
-2.17584E-02,-8.916626E+00
-2.17536E-02,-8.928375E+00
-2.17488E-02,-8.950806E+00
-2.17440E-02,-8.966827E+00
-2.17392E-02,-8.987122E+00
-2.17344E-02,-9.007416E+00
-2.17296E-02,-9.023438E+00
-2.17248E-02,-9.039459E+00
-2.17200E-02,-9.050140E+00
-2.17152E-02,-9.067230E+00
-2.17104E-02,-9.081116E+00
-2.17056E-02,-9.097137E+00
-2.17008E-02,-9.108887E+00
-2.16960E-02,-9.123840E+00
-2.16912E-02,-9.139862E+00
-2.16864E-02,-9.147339E+00
-2.16816E-02,-9.166565E+00
-2.16768E-02,-9.179382E+00
-2.16720E-02,-9.190063E+00
-2.16672E-02,-9.211426E+00
-2.16624E-02,-9.225311E+00
-2.16576E-02,-9.234924E+00
-2.16528E-02,-9.246674E+00
-2.16480E-02,-9.258423E+00
-2.16432E-02,-9.278717E+00
-2.16384E-02,-9.290466E+00
-2.16336E-02,-9.299011E+00
-2.16288E-02,-9.309692E+00
-2.16240E-02,-9.317169E+00
-2.16192E-02,-9.332123E+00
-2.16144E-02,-9.350281E+00
-2.16096E-02,-9.359894E+00
-2.16048E-02,-9.386597E+00
-2.16000E-02,-9.401550E+00
-2.15952E-02,-9.411163E+00
-2.15904E-02,-9.418640E+00
-2.15856E-02,-9.436798E+00
-2.15808E-02,-9.451752E+00
-2.15760E-02,-9.463501E+00
-2.15712E-02,-9.473114E+00
-2.15664E-02,-9.482727E+00
