in s,M1 in V
3.66288E-02,-3.452148E+00
3.66336E-02,-3.471375E+00
3.66384E-02,-3.498077E+00
3.66432E-02,-3.522644E+00
3.66480E-02,-3.542938E+00
3.66528E-02,-3.568573E+00
3.66576E-02,-3.588867E+00
3.66624E-02,-3.611298E+00
3.66672E-02,-3.638000E+00
3.66720E-02,-3.656158E+00
3.66768E-02,-3.675385E+00
3.66816E-02,-3.689270E+00
3.66864E-02,-3.717041E+00
3.66912E-02,-3.742676E+00
3.66960E-02,-3.765106E+00
3.67008E-02,-3.787537E+00
3.67056E-02,-3.802490E+00
3.67104E-02,-3.822784E+00
3.67152E-02,-3.846283E+00
3.67200E-02,-3.875122E+00
3.67248E-02,-3.894348E+00
3.67296E-02,-3.913574E+00
3.67344E-02,-3.931732E+00
3.67392E-02,-3.954163E+00
3.67440E-02,-3.986206E+00
3.67488E-02,-4.009705E+00
3.67536E-02,-4.034271E+00
3.67584E-02,-4.053497E+00
3.67632E-02,-4.084473E+00
3.67680E-02,-4.104767E+00
3.67728E-02,-4.134674E+00
3.67776E-02,-4.161377E+00
3.67824E-02,-4.177399E+00
3.67872E-02,-4.200897E+00
3.67920E-02,-4.227600E+00
3.67968E-02,-4.239349E+00
3.68016E-02,-4.267120E+00
3.68064E-02,-4.292755E+00
3.68112E-02,-4.310913E+00
3.68160E-02,-4.323730E+00
3.68208E-02,-4.354706E+00
3.68256E-02,-4.376068E+00
3.68304E-02,-4.395294E+00
3.68352E-02,-4.410248E+00
3.68400E-02,-4.443359E+00
3.68448E-02,-4.465790E+00
3.68496E-02,-4.485016E+00
3.68544E-02,-4.512787E+00
3.68592E-02,-4.541626E+00
3.68640E-02,-4.564056E+00
3.68688E-02,-4.584351E+00
3.68736E-02,-4.601440E+00
3.68784E-02,-4.623871E+00
3.68832E-02,-4.639893E+00
3.68880E-02,-4.660187E+00
3.68928E-02,-4.687958E+00
3.68976E-02,-4.707184E+00
3.69024E-02,-4.732819E+00
3.69072E-02,-4.756317E+00
3.69120E-02,-4.771271E+00
3.69168E-02,-4.784088E+00
3.69216E-02,-4.793701E+00
3.69264E-02,-4.816132E+00
3.69312E-02,-4.838562E+00
3.69360E-02,-4.862061E+00
3.69408E-02,-4.883423E+00
3.69456E-02,-4.909058E+00
3.69504E-02,-4.933624E+00
3.69552E-02,-4.948578E+00
3.69600E-02,-4.976349E+00
3.69648E-02,-4.999847E+00
3.69696E-02,-5.011597E+00
3.69744E-02,-5.036163E+00
3.69792E-02,-5.048981E+00
3.69840E-02,-5.058594E+00
3.69888E-02,-5.082092E+00
3.69936E-02,-5.113068E+00
3.69984E-02,-5.133362E+00
3.70032E-02,-5.152588E+00
3.70080E-02,-5.171814E+00
3.70128E-02,-5.182495E+00
3.70176E-02,-5.205994E+00
3.70224E-02,-5.216675E+00
3.70272E-02,-5.231628E+00
3.70320E-02,-5.257263E+00
3.70368E-02,-5.275421E+00
3.70416E-02,-5.293579E+00
3.70464E-02,-5.314941E+00
3.70512E-02,-5.330963E+00
3.70560E-02,-5.346985E+00
3.70608E-02,-5.372620E+00
3.70656E-02,-5.391846E+00
3.70704E-02,-5.408936E+00
3.70752E-02,-5.428162E+00
3.70800E-02,-5.450592E+00
3.70848E-02,-5.459137E+00
3.70896E-02,-5.479431E+00
3.70944E-02,-5.505066E+00
3.70992E-02,-5.515747E+00
3.71040E-02,-5.543518E+00
3.71088E-02,-5.557404E+00
3.71136E-02,-5.572357E+00
3.71184E-02,-5.586243E+00
3.71232E-02,-5.607605E+00
3.71280E-02,-5.623627E+00
3.71328E-02,-5.638580E+00
3.71376E-02,-5.646057E+00
3.71424E-02,-5.665283E+00
3.71472E-02,-5.691986E+00
3.71520E-02,-5.703735E+00
3.71568E-02,-5.717621E+00
3.71616E-02,-5.743256E+00
3.71664E-02,-5.760345E+00
3.71712E-02,-5.775299E+00
3.71760E-02,-5.795593E+00
3.71808E-02,-5.815887E+00
3.71856E-02,-5.827637E+00
3.71904E-02,-5.837250E+00
3.71952E-02,-5.854340E+00
3.72000E-02,-5.871429E+00
3.72048E-02,-5.886383E+00
3.72096E-02,-5.898132E+00
3.72144E-02,-5.917358E+00
3.72192E-02,-5.926971E+00
3.72240E-02,-5.947266E+00
3.72288E-02,-5.962219E+00
3.72336E-02,-5.971832E+00
3.72384E-02,-5.988922E+00
3.72432E-02,-6.003876E+00
3.72480E-02,-6.019897E+00
3.72528E-02,-6.032715E+00
3.72576E-02,-6.038055E+00
3.72624E-02,-6.054077E+00
3.72672E-02,-6.075439E+00
3.72720E-02,-6.092529E+00
3.72768E-02,-6.111755E+00
3.72816E-02,-6.119232E+00
3.72864E-02,-6.134186E+00
3.72912E-02,-6.141663E+00
3.72960E-02,-6.155548E+00
3.73008E-02,-6.174774E+00
3.73056E-02,-6.184387E+00
3.73104E-02,-6.196136E+00
3.73152E-02,-6.211090E+00
3.73200E-02,-6.218567E+00
3.73248E-02,-6.239929E+00
3.73296E-02,-6.255951E+00
3.73344E-02,-6.262360E+00
3.73392E-02,-6.270905E+00
3.73440E-02,-6.289062E+00
3.73488E-02,-6.294403E+00
3.73536E-02,-6.305084E+00
3.73584E-02,-6.315765E+00
3.73632E-02,-6.334991E+00
3.73680E-02,-6.344604E+00
3.73728E-02,-6.359558E+00
3.73776E-02,-6.373444E+00
3.73824E-02,-6.379852E+00
3.73872E-02,-6.393738E+00
3.73920E-02,-6.412964E+00
3.73968E-02,-6.418304E+00
3.74016E-02,-6.428986E+00
3.74064E-02,-6.443939E+00
3.74112E-02,-6.456757E+00
3.74160E-02,-6.467438E+00
3.74208E-02,-6.474915E+00
3.74256E-02,-6.485596E+00
3.74304E-02,-6.492004E+00
3.74352E-02,-6.509094E+00
3.74400E-02,-6.518707E+00
3.74448E-02,-6.531525E+00
3.74496E-02,-6.534729E+00
3.74544E-02,-6.549683E+00
3.74592E-02,-6.562500E+00
3.74640E-02,-6.571045E+00
3.74688E-02,-6.587067E+00
3.74736E-02,-6.585999E+00
3.74784E-02,-6.593475E+00
3.74832E-02,-6.591339E+00
3.74880E-02,-6.593475E+00
3.74928E-02,-6.597748E+00
3.74976E-02,-6.598816E+00
3.75024E-02,-6.615906E+00
3.75072E-02,-6.624451E+00
3.75120E-02,-6.636200E+00
3.75168E-02,-6.634064E+00
3.75216E-02,-6.640472E+00
3.75264E-02,-6.646881E+00
3.75312E-02,-6.663971E+00
3.75360E-02,-6.665039E+00
3.75408E-02,-6.672516E+00
3.75456E-02,-6.683197E+00
3.75504E-02,-6.690674E+00
3.75552E-02,-6.701355E+00
3.75600E-02,-6.712036E+00
3.75648E-02,-6.724854E+00
3.75696E-02,-6.734467E+00
3.75744E-02,-6.747284E+00
3.75792E-02,-6.752625E+00
3.75840E-02,-6.763306E+00
3.75888E-02,-6.781464E+00
3.75936E-02,-6.787872E+00
3.75984E-02,-6.798553E+00
3.76032E-02,-6.814575E+00
3.76080E-02,-6.825256E+00
3.76128E-02,-6.830597E+00
3.76176E-02,-6.854095E+00
3.76224E-02,-6.864777E+00
3.76272E-02,-6.866913E+00
3.76320E-02,-6.881866E+00
3.76368E-02,-6.896820E+00
3.76416E-02,-6.900024E+00
3.76464E-02,-6.911774E+00
3.76512E-02,-6.924591E+00
3.76560E-02,-6.934204E+00
3.76608E-02,-6.948090E+00
3.76656E-02,-6.950226E+00
3.76704E-02,-6.961975E+00
3.76752E-02,-6.974792E+00
3.76800E-02,-6.974792E+00
3.76848E-02,-6.973724E+00
3.76896E-02,-6.984406E+00
3.76944E-02,-6.986542E+00
3.76992E-02,-7.005768E+00
3.77040E-02,-7.016449E+00
3.77088E-02,-7.030334E+00
3.77136E-02,-7.042084E+00
3.77184E-02,-7.059174E+00
3.77232E-02,-7.063446E+00
3.77280E-02,-7.083740E+00
3.77328E-02,-7.094421E+00
3.77376E-02,-7.102966E+00
3.77424E-02,-7.117920E+00
3.77472E-02,-7.133942E+00
3.77520E-02,-7.149963E+00
3.77568E-02,-7.162781E+00
3.77616E-02,-7.170258E+00
3.77664E-02,-7.185211E+00
3.77712E-02,-7.194824E+00
3.77760E-02,-7.214050E+00
3.77808E-02,-7.229004E+00
3.77856E-02,-7.233276E+00
3.77904E-02,-7.245026E+00
3.77952E-02,-7.251434E+00
3.78000E-02,-7.266388E+00
3.78048E-02,-7.273865E+00
3.78096E-02,-7.288818E+00
3.78144E-02,-7.296295E+00
3.78192E-02,-7.310181E+00
3.78240E-02,-7.314453E+00
3.78288E-02,-7.336884E+00
3.78336E-02,-7.347565E+00
3.78384E-02,-7.363586E+00
3.78432E-02,-7.379608E+00
3.78480E-02,-7.386017E+00
3.78528E-02,-7.404175E+00
3.78576E-02,-7.425537E+00
3.78624E-02,-7.437286E+00
3.78672E-02,-7.445831E+00
3.78720E-02,-7.457581E+00
3.78768E-02,-7.471466E+00
3.78816E-02,-7.487488E+00
3.78864E-02,-7.506714E+00
3.78912E-02,-7.517395E+00
3.78960E-02,-7.519531E+00
3.79008E-02,-7.543030E+00
3.79056E-02,-7.557983E+00
3.79104E-02,-7.575073E+00
3.79152E-02,-7.594299E+00
3.79200E-02,-7.606049E+00
3.79248E-02,-7.619934E+00
3.79296E-02,-7.634888E+00
3.79344E-02,-7.647705E+00
3.79392E-02,-7.667999E+00
3.79440E-02,-7.682953E+00
3.79488E-02,-7.705383E+00
3.79536E-02,-7.723541E+00
3.79584E-02,-7.729950E+00
3.79632E-02,-7.749176E+00
3.79680E-02,-7.765198E+00
3.79728E-02,-7.788696E+00
3.79776E-02,-7.802582E+00
3.79824E-02,-7.813263E+00
3.79872E-02,-7.823944E+00
3.79920E-02,-7.839966E+00
3.79968E-02,-7.861328E+00
3.80016E-02,-7.867737E+00
3.80064E-02,-7.879486E+00
3.80112E-02,-7.901917E+00
3.80160E-02,-7.919006E+00
3.80208E-02,-7.930756E+00
3.80256E-02,-7.947845E+00
3.80304E-02,-7.967072E+00
3.80352E-02,-7.980957E+00
3.80400E-02,-8.004456E+00
3.80448E-02,-8.022614E+00
3.80496E-02,-8.041840E+00
3.80544E-02,-8.049316E+00
3.80592E-02,-8.068542E+00
3.80640E-02,-8.085632E+00
3.80688E-02,-8.104858E+00
3.80736E-02,-8.121948E+00
3.80784E-02,-8.137970E+00
3.80832E-02,-8.162537E+00
3.80880E-02,-8.174286E+00
3.80928E-02,-8.197784E+00
3.80976E-02,-8.218079E+00
3.81024E-02,-8.234100E+00
3.81072E-02,-8.241577E+00
3.81120E-02,-8.265076E+00
3.81168E-02,-8.277893E+00
3.81216E-02,-8.283234E+00
3.81264E-02,-8.297119E+00
3.81312E-02,-8.314209E+00
3.81360E-02,-8.327026E+00
3.81408E-02,-8.346252E+00
3.81456E-02,-8.361206E+00
3.81504E-02,-8.377228E+00
3.81552E-02,-8.388977E+00
3.81600E-02,-8.412476E+00
3.81648E-02,-8.428497E+00
3.81696E-02,-8.449860E+00
3.81744E-02,-8.470154E+00
3.81792E-02,-8.493652E+00
3.81840E-02,-8.505402E+00
3.81888E-02,-8.523560E+00
3.81936E-02,-8.540649E+00
3.81984E-02,-8.567352E+00
3.82032E-02,-8.581238E+00
3.82080E-02,-8.595123E+00
3.82128E-02,-8.618622E+00
3.82176E-02,-8.626099E+00
3.82224E-02,-8.646393E+00
3.82272E-02,-8.658142E+00
3.82320E-02,-8.676300E+00
3.82368E-02,-8.701935E+00
3.82416E-02,-8.714752E+00
3.82464E-02,-8.726501E+00
3.82512E-02,-8.742523E+00
3.82560E-02,-8.756409E+00
3.82608E-02,-8.774567E+00
3.82656E-02,-8.800201E+00
3.82704E-02,-8.824768E+00
3.82752E-02,-8.846130E+00
3.82800E-02,-8.858948E+00
3.82848E-02,-8.880310E+00
3.82896E-02,-8.890991E+00
3.82944E-02,-8.914490E+00
3.82992E-02,-8.927307E+00
3.83040E-02,-8.944397E+00
3.83088E-02,-8.958282E+00
3.83136E-02,-8.979645E+00
3.83184E-02,-8.993530E+00
3.83232E-02,-9.003143E+00
3.83280E-02,-9.022369E+00
3.83328E-02,-9.037323E+00
3.83376E-02,-9.054413E+00
3.83424E-02,-9.068298E+00
3.83472E-02,-9.084320E+00
3.83520E-02,-9.092865E+00
3.83568E-02,-9.106750E+00
3.83616E-02,-9.117432E+00
3.83664E-02,-9.135590E+00
3.83712E-02,-9.144135E+00
3.83760E-02,-9.160156E+00
3.83808E-02,-9.181519E+00
3.83856E-02,-9.194336E+00
3.83904E-02,-9.209290E+00
3.83952E-02,-9.214630E+00
3.84000E-02,-9.235992E+00
3.84048E-02,-9.248810E+00
3.84096E-02,-9.262695E+00
3.84144E-02,-9.273376E+00
3.84192E-02,-9.288330E+00
3.84240E-02,-9.302216E+00
3.84288E-02,-9.323578E+00
3.84336E-02,-9.337463E+00
3.84384E-02,-9.342804E+00
3.84432E-02,-9.352417E+00
3.84480E-02,-9.366302E+00
3.84528E-02,-9.379120E+00
3.84576E-02,-9.396210E+00
3.84624E-02,-9.405823E+00
3.84672E-02,-9.427185E+00
3.84720E-02,-9.435730E+00
3.84768E-02,-9.443207E+00
3.84816E-02,-9.458160E+00
3.84864E-02,-9.470978E+00
3.84912E-02,-9.480591E+00
3.84960E-02,-9.489136E+00
3.85008E-02,-9.504089E+00
3.85056E-02,-9.524384E+00
3.85104E-02,-9.527588E+00
3.85152E-02,-9.541473E+00
3.85200E-02,-9.554291E+00
3.85248E-02,-9.575653E+00
3.85296E-02,-9.587402E+00
3.85344E-02,-9.604492E+00
3.85392E-02,-9.616241E+00
3.85440E-02,-9.635468E+00
3.85488E-02,-9.646149E+00
3.85536E-02,-9.656830E+00
3.85584E-02,-9.665375E+00
3.85632E-02,-9.678192E+00
3.85680E-02,-9.695282E+00
3.85728E-02,-9.703827E+00
3.85776E-02,-9.720917E+00
3.85824E-02,-9.721985E+00
3.85872E-02,-9.734802E+00
3.85920E-02,-9.745483E+00
3.85968E-02,-9.761505E+00
3.86016E-02,-9.777527E+00
3.86064E-02,-9.789276E+00
3.86112E-02,-9.791412E+00
3.86160E-02,-9.806366E+00
3.86208E-02,-9.817047E+00
3.86256E-02,-9.826660E+00
3.86304E-02,-9.835205E+00
3.86352E-02,-9.844818E+00
3.86400E-02,-9.856567E+00
3.86448E-02,-9.867249E+00
3.86496E-02,-9.880066E+00
3.86544E-02,-9.898224E+00
3.86592E-02,-9.904633E+00
3.86640E-02,-9.918518E+00
3.86688E-02,-9.931335E+00
3.86736E-02,-9.933472E+00
3.86784E-02,-9.933472E+00
3.86832E-02,-9.949493E+00
3.86880E-02,-9.951630E+00
3.86928E-02,-9.964447E+00
3.86976E-02,-9.976196E+00
3.87024E-02,-9.984741E+00
3.87072E-02,-9.994354E+00
3.87120E-02,-9.999695E+00
3.87168E-02,-1.001465E+01
3.87216E-02,-1.001999E+01
3.87264E-02,-1.002640E+01
3.87312E-02,-1.003494E+01
3.87360E-02,-1.003815E+01
3.87408E-02,-1.005417E+01
3.87456E-02,-1.005417E+01
3.87504E-02,-1.005951E+01
3.87552E-02,-1.007339E+01
3.87600E-02,-1.008514E+01
3.87648E-02,-1.009155E+01
3.87696E-02,-1.010651E+01
3.87744E-02,-1.012146E+01
3.87792E-02,-1.013535E+01
3.87840E-02,-1.014282E+01
3.87888E-02,-1.015350E+01
3.87936E-02,-1.016632E+01
3.87984E-02,-1.017914E+01
3.88032E-02,-1.019516E+01
3.88080E-02,-1.020798E+01
3.88128E-02,-1.021439E+01
3.88176E-02,-1.022507E+01
3.88224E-02,-1.022507E+01
3.88272E-02,-1.023895E+01
3.88320E-02,-1.024216E+01
3.88368E-02,-1.025604E+01
3.88416E-02,-1.027313E+01
3.88464E-02,-1.029129E+01
3.88512E-02,-1.029449E+01
3.88560E-02,-1.030518E+01
3.88608E-02,-1.031372E+01
3.88656E-02,-1.032333E+01
3.88704E-02,-1.033722E+01
3.88752E-02,-1.034149E+01
3.88800E-02,-1.035431E+01
3.88848E-02,-1.036606E+01
3.88896E-02,-1.037460E+01
3.88944E-02,-1.039062E+01
3.88992E-02,-1.039703E+01
3.89040E-02,-1.039917E+01
3.89088E-02,-1.040771E+01
3.89136E-02,-1.041412E+01
3.89184E-02,-1.042694E+01
3.89232E-02,-1.043976E+01
3.89280E-02,-1.044617E+01
3.89328E-02,-1.045258E+01
3.89376E-02,-1.046646E+01
3.89424E-02,-1.047928E+01
3.89472E-02,-1.048782E+01
3.89520E-02,-1.050385E+01
3.89568E-02,-1.051453E+01
3.89616E-02,-1.052948E+01
3.89664E-02,-1.053802E+01
3.89712E-02,-1.055084E+01
3.89760E-02,-1.055298E+01
3.89808E-02,-1.056580E+01
3.89856E-02,-1.057220E+01
3.89904E-02,-1.057541E+01
3.89952E-02,-1.058823E+01
3.90000E-02,-1.059998E+01
3.90048E-02,-1.061172E+01
3.90096E-02,-1.061386E+01
3.90144E-02,-1.063095E+01
3.90192E-02,-1.063629E+01
3.90240E-02,-1.063843E+01
3.90288E-02,-1.064697E+01
3.90336E-02,-1.065338E+01
3.90384E-02,-1.066727E+01
3.90432E-02,-1.067795E+01
3.90480E-02,-1.069183E+01
3.90528E-02,-1.069931E+01
3.90576E-02,-1.071106E+01
3.90624E-02,-1.072067E+01
3.90672E-02,-1.072601E+01
3.90720E-02,-1.073883E+01
3.90768E-02,-1.074417E+01
3.90816E-02,-1.075165E+01
3.90864E-02,-1.076447E+01
3.90912E-02,-1.076981E+01
3.90960E-02,-1.077835E+01
3.91008E-02,-1.078156E+01
3.91056E-02,-1.079330E+01
3.91104E-02,-1.079651E+01
3.91152E-02,-1.080292E+01
3.91200E-02,-1.081894E+01
3.91248E-02,-1.082108E+01
3.91296E-02,-1.083710E+01
3.91344E-02,-1.084671E+01
3.91392E-02,-1.085312E+01
3.91440E-02,-1.086060E+01
3.91488E-02,-1.087341E+01
3.91536E-02,-1.088409E+01
3.91584E-02,-1.089478E+01
3.91632E-02,-1.089478E+01
3.91680E-02,-1.090652E+01
3.91728E-02,-1.091721E+01
3.91776E-02,-1.093002E+01
3.91824E-02,-1.094177E+01
3.91872E-02,-1.095352E+01
3.91920E-02,-1.095673E+01
3.91968E-02,-1.097275E+01
3.92016E-02,-1.097488E+01
3.92064E-02,-1.098343E+01
3.92112E-02,-1.098557E+01
3.92160E-02,-1.098877E+01
3.92208E-02,-1.100159E+01
3.92256E-02,-1.101120E+01
3.92304E-02,-1.101547E+01
3.92352E-02,-1.103149E+01
3.92400E-02,-1.103683E+01
3.92448E-02,-1.104111E+01
3.92496E-02,-1.105286E+01
3.92544E-02,-1.105713E+01
3.92592E-02,-1.106888E+01
3.92640E-02,-1.107849E+01
3.92688E-02,-1.108490E+01
3.92736E-02,-1.109024E+01
3.92784E-02,-1.109772E+01
3.92832E-02,-1.110626E+01
3.92880E-02,-1.111374E+01
3.92928E-02,-1.112442E+01
3.92976E-02,-1.113510E+01
3.93024E-02,-1.114899E+01
3.93072E-02,-1.115967E+01
3.93120E-02,-1.116074E+01
3.93168E-02,-1.116714E+01
3.93216E-02,-1.117996E+01
3.93264E-02,-1.119064E+01
3.93312E-02,-1.119812E+01
3.93360E-02,-1.120453E+01
3.93408E-02,-1.121307E+01
3.93456E-02,-1.121735E+01
3.93504E-02,-1.122482E+01
3.93552E-02,-1.123764E+01
3.93600E-02,-1.124619E+01
3.93648E-02,-1.125900E+01
3.93696E-02,-1.126434E+01
3.93744E-02,-1.126648E+01
3.93792E-02,-1.127289E+01
3.93840E-02,-1.128677E+01
3.93888E-02,-1.129105E+01
3.93936E-02,-1.129959E+01
3.93984E-02,-1.130173E+01
3.94032E-02,-1.131775E+01
3.94080E-02,-1.132416E+01
3.94128E-02,-1.132416E+01
3.94176E-02,-1.133377E+01
3.94224E-02,-1.134552E+01
3.94272E-02,-1.135620E+01
3.94320E-02,-1.135513E+01
3.94368E-02,-1.136154E+01
3.94416E-02,-1.138184E+01
3.94464E-02,-1.139359E+01
3.94512E-02,-1.140533E+01
3.94560E-02,-1.141815E+01
3.94608E-02,-1.142029E+01
3.94656E-02,-1.142029E+01
3.94704E-02,-1.142776E+01
3.94752E-02,-1.143631E+01
3.94800E-02,-1.145126E+01
3.94848E-02,-1.145554E+01
3.94896E-02,-1.146408E+01
3.94944E-02,-1.147156E+01
3.94992E-02,-1.148010E+01
3.95040E-02,-1.148224E+01
3.95088E-02,-1.149292E+01
3.95136E-02,-1.150574E+01
3.95184E-02,-1.151108E+01
3.95232E-02,-1.152176E+01
3.95280E-02,-1.151535E+01
3.95328E-02,-1.151855E+01
3.95376E-02,-1.152283E+01
3.95424E-02,-1.152496E+01
3.95472E-02,-1.152924E+01
3.95520E-02,-1.153992E+01
3.95568E-02,-1.154419E+01
3.95616E-02,-1.153992E+01
3.95664E-02,-1.155273E+01
3.95712E-02,-1.155167E+01
3.95760E-02,-1.156448E+01
3.95808E-02,-1.158051E+01
3.95856E-02,-1.158371E+01
3.95904E-02,-1.159332E+01
3.95952E-02,-1.160294E+01
3.96000E-02,-1.160934E+01
3.96048E-02,-1.162323E+01
3.96096E-02,-1.162430E+01
3.96144E-02,-1.163818E+01
3.96192E-02,-1.164352E+01
3.96240E-02,-1.164993E+01
3.96288E-02,-1.166061E+01
3.96336E-02,-1.166061E+01
3.96384E-02,-1.165741E+01
3.96432E-02,-1.166168E+01
3.96480E-02,-1.167450E+01
3.96528E-02,-1.168091E+01
3.96576E-02,-1.168625E+01
3.96624E-02,-1.169159E+01
3.96672E-02,-1.169693E+01
3.96720E-02,-1.169907E+01
3.96768E-02,-1.171295E+01
3.96816E-02,-1.172256E+01
3.96864E-02,-1.172577E+01
3.96912E-02,-1.173111E+01
3.96960E-02,-1.173431E+01
3.97008E-02,-1.173752E+01
3.97056E-02,-1.174393E+01
3.97104E-02,-1.174500E+01
3.97152E-02,-1.174927E+01
3.97200E-02,-1.174393E+01
3.97248E-02,-1.175354E+01
3.97296E-02,-1.175354E+01
3.97344E-02,-1.175995E+01
3.97392E-02,-1.175781E+01
3.97440E-02,-1.175781E+01
3.97488E-02,-1.176315E+01
3.97536E-02,-1.177917E+01
3.97584E-02,-1.178558E+01
3.97632E-02,-1.178879E+01
3.97680E-02,-1.179199E+01
3.97728E-02,-1.180374E+01
3.97776E-02,-1.181015E+01
3.97824E-02,-1.181763E+01
3.97872E-02,-1.183258E+01
3.97920E-02,-1.183899E+01
3.97968E-02,-1.183899E+01
3.98016E-02,-1.184433E+01
3.98064E-02,-1.184967E+01
3.98112E-02,-1.184540E+01
3.98160E-02,-1.185287E+01
3.98208E-02,-1.186035E+01
3.98256E-02,-1.185928E+01
3.98304E-02,-1.186996E+01
3.98352E-02,-1.187317E+01
3.98400E-02,-1.187424E+01
3.98448E-02,-1.188171E+01
3.98496E-02,-1.189774E+01
3.98544E-02,-1.190201E+01
3.98592E-02,-1.190201E+01
3.98640E-02,-1.190414E+01
3.98688E-02,-1.190414E+01
3.98736E-02,-1.190735E+01
3.98784E-02,-1.190201E+01
3.98832E-02,-1.190414E+01
3.98880E-02,-1.189560E+01
3.98928E-02,-1.189240E+01
3.98976E-02,-1.189560E+01
3.99024E-02,-1.189880E+01
3.99072E-02,-1.190201E+01
3.99120E-02,-1.190948E+01
3.99168E-02,-1.191376E+01
3.99216E-02,-1.191483E+01
3.99264E-02,-1.191589E+01
3.99312E-02,-1.191803E+01
3.99360E-02,-1.191376E+01
3.99408E-02,-1.191803E+01
3.99456E-02,-1.192871E+01
3.99504E-02,-1.193512E+01
3.99552E-02,-1.193405E+01
3.99600E-02,-1.194580E+01
3.99648E-02,-1.193405E+01
3.99696E-02,-1.194260E+01
3.99744E-02,-1.195007E+01
3.99792E-02,-1.194366E+01
3.99840E-02,-1.195007E+01
3.99888E-02,-1.194901E+01
3.99936E-02,-1.196503E+01
3.99984E-02,-1.196289E+01
4.00032E-02,-1.196609E+01
4.00080E-02,-1.197144E+01
4.00128E-02,-1.196716E+01
4.00176E-02,-1.198105E+01
4.00224E-02,-1.198639E+01
4.00272E-02,-1.197144E+01
4.00320E-02,-1.196609E+01
4.00368E-02,-1.197037E+01
4.00416E-02,-1.196716E+01
4.00464E-02,-1.197464E+01
4.00512E-02,-1.197891E+01
4.00560E-02,-1.198532E+01
4.00608E-02,-1.198532E+01
4.00656E-02,-1.199493E+01
4.00704E-02,-1.200562E+01
4.00752E-02,-1.199921E+01
4.00800E-02,-1.201096E+01
4.00848E-02,-1.201416E+01
4.00896E-02,-1.200455E+01
4.00944E-02,-1.202377E+01
4.00992E-02,-1.203659E+01
4.01040E-02,-1.203232E+01
4.01088E-02,-1.203232E+01
4.01136E-02,-1.203445E+01
4.01184E-02,-1.203552E+01
4.01232E-02,-1.203445E+01
4.01280E-02,-1.204193E+01
4.01328E-02,-1.204834E+01
4.01376E-02,-1.203873E+01
4.01424E-02,-1.205475E+01
4.01472E-02,-1.205795E+01
4.01520E-02,-1.206329E+01
4.01568E-02,-1.206543E+01
4.01616E-02,-1.206757E+01
4.01664E-02,-1.205688E+01
4.01712E-02,-1.206009E+01
4.01760E-02,-1.207077E+01
4.01808E-02,-1.206970E+01
4.01856E-02,-1.207291E+01
4.01904E-02,-1.207718E+01
4.01952E-02,-1.207504E+01
4.02000E-02,-1.207932E+01
4.02048E-02,-1.209320E+01
4.02096E-02,-1.209213E+01
4.02144E-02,-1.208786E+01
4.02192E-02,-1.209213E+01
4.02240E-02,-1.209961E+01
4.02288E-02,-1.209213E+01
4.02336E-02,-1.210495E+01
4.02384E-02,-1.210709E+01
4.02432E-02,-1.211136E+01
4.02480E-02,-1.211349E+01
4.02528E-02,-1.211777E+01
4.02576E-02,-1.212204E+01
4.02624E-02,-1.211670E+01
4.02672E-02,-1.211670E+01
4.02720E-02,-1.211777E+01
4.02768E-02,-1.211136E+01
4.02816E-02,-1.211884E+01
4.02864E-02,-1.212204E+01
4.02912E-02,-1.212097E+01
4.02960E-02,-1.212097E+01
4.03008E-02,-1.212952E+01
4.03056E-02,-1.212204E+01
4.03104E-02,-1.212524E+01
4.03152E-02,-1.213379E+01
4.03200E-02,-1.213593E+01
4.03248E-02,-1.213593E+01
4.03296E-02,-1.213806E+01
4.03344E-02,-1.214127E+01
4.03392E-02,-1.214233E+01
4.03440E-02,-1.214340E+01
4.03488E-02,-1.214874E+01
4.03536E-02,-1.214874E+01
4.03584E-02,-1.214874E+01
4.03632E-02,-1.215408E+01
4.03680E-02,-1.215622E+01
4.03728E-02,-1.216049E+01
4.03776E-02,-1.215408E+01
4.03824E-02,-1.216476E+01
4.03872E-02,-1.216370E+01
4.03920E-02,-1.217438E+01
4.03968E-02,-1.217010E+01
4.04016E-02,-1.217010E+01
4.04064E-02,-1.217545E+01
4.04112E-02,-1.218292E+01
4.04160E-02,-1.217117E+01
4.04208E-02,-1.217972E+01
4.04256E-02,-1.218399E+01
4.04304E-02,-1.219147E+01
4.04352E-02,-1.218613E+01
4.04400E-02,-1.219040E+01
4.04448E-02,-1.218185E+01
4.04496E-02,-1.219040E+01
4.04544E-02,-1.219147E+01
4.04592E-02,-1.220108E+01
4.04640E-02,-1.219788E+01
4.04688E-02,-1.220215E+01
4.04736E-02,-1.220428E+01
4.04784E-02,-1.220428E+01
4.04832E-02,-1.220963E+01
4.04880E-02,-1.220642E+01
4.04928E-02,-1.220322E+01
4.04976E-02,-1.220749E+01
4.05024E-02,-1.221497E+01
4.05072E-02,-1.221283E+01
4.05120E-02,-1.220856E+01
4.05168E-02,-1.221176E+01
4.05216E-02,-1.220642E+01
4.05264E-02,-1.219681E+01
4.05312E-02,-1.220642E+01
4.05360E-02,-1.221497E+01
4.05408E-02,-1.221924E+01
4.05456E-02,-1.222458E+01
4.05504E-02,-1.221390E+01
4.05552E-02,-1.220001E+01
4.05600E-02,-1.220749E+01
4.05648E-02,-1.221497E+01
4.05696E-02,-1.221497E+01
4.05744E-02,-1.220749E+01
